[2018-12-07 13:00:07,742] - test_star_end.py - 17 - 初始化 - INFO - 启动
[2018-12-07 13:00:07,757] - login_obj.py - 29 - 登陆页面对象 - INFO - 调用login()
[2018-12-07 13:00:07,763] - selse_feng.py - 95 - 页面对象 - INFO - 打开网页[https://www.yunqueyi.com/]
[2018-12-07 13:00:08,711] - selse_feng.py - 99 - 页面对象 - INFO - 最大化浏览器
[2018-12-07 13:00:10,077] - selse_feng.py - 144 - 页面对象 - INFO - 点击[xpath]为[//*[@id="login"]/li[1]/span]的元素
[2018-12-07 13:00:11,397] - selse_feng.py - 111 - 页面对象 - INFO - 在[name]为[mobile]的元素内输入[15607241351]
[2018-12-07 13:00:11,558] - selse_feng.py - 111 - 页面对象 - INFO - 在[xpath]为[//*[@id="ng-app"]/body/div[15]/div/div/div[4]/form/div[3]/input]的元素内输入[aaa111]
[2018-12-07 13:00:11,656] - selse_feng.py - 144 - 页面对象 - INFO - 点击[xpath]为[//*[@id="ng-app"]/body/div[15]/div/div/div[4]/form/div[7]/button[1]]的元素
[2018-12-07 13:00:13,657] - selse_feng.py - 158 - 页面对象 - INFO - 进入move_element()方法
[2018-12-07 13:00:13,733] - selse_feng.py - 161 - 页面对象 - INFO - 鼠标移动到[id]为[personalImgUrl]的元素
[2018-12-07 13:00:13,733] - selse_feng.py - 216 - 页面对象 - INFO - 进入get_text()方法
[2018-12-07 13:00:13,840] - selse_feng.py - 224 - 页面对象 - INFO - 获取[link_text]为[个人资料]元素的文本值,return:[个人资料]
[2018-12-07 13:00:13,855] - login_obj.py - 48 - 登陆页面对象 - INFO - 调用login()结束；return:[个人资料]
[2018-12-07 13:00:13,863] - login_test.py - 22 - 登陆测试 - INFO - 断言预期结果:[个人资料]是否等于实际结果:[个人资料]
[2018-12-07 13:00:13,863] - selse_feng.py - 244 - 页面对象 - INFO - 获取当前窗口的截图保存为一个base64编码的字符串。
[2018-12-07 13:00:14,527] - selse_feng.py - 193 - 页面对象 - INFO - 关闭浏览器
